ID,kID,kName,kResult,Not Transit-Like Flag,Stellar Eclipse Flag,Centroid Offset Flag,Ephemeris Match Indicates Contamination Flag,  Orbital Period (days),Transit Epoch ,Transit Duration (hours) ,Right Ascension, KIC Declination,Kepler-band
859,9427402,K01397.01,CANDIDATE,0,0,0,0,6.247030799,356.9097200,1.48480,299.677700,45.972328,15369
860,3732821,K01207.01,CONFIRMED,0,0,0,0,13.734740710,142.3275200,2.76900,286.917110,38.872219,15187
861,3962440,K01208.01,CANDIDATE,0,0,0,0,700.002982170,249.4420500,7.65250,293.618770,39.022572,13594
862,3534076,K01209.01,CANDIDATE,0,0,0,0,272.086835300,378.1372100,2.71450,288.314360,38.693291,15166
863,3962357,K01210.01,CONFIRMED,0,0,0,0,14.553874880,134.1166900,6.97300,293.595830,39.029480,14377
864,9110357,K00016.01,FALSE POSITIVE,0,1,1,1,0.895277575,133.4119860,2.71100,298.344210,45.409920,13574
865,8394721,K00152.04,CONFIRMED,0,0,0,0,81.063789500,139.5349200,3.00100,300.517120,44.381580,13914
866,8609450,K01278.01,CONFIRMED,0,0,0,0,24.805677500,145.0752600,6.14800,284.677280,44.797680,15204
867,6541920,K00157.01,CONFIRMED,0,0,0,0,13.024933070,138.1761570,4.57060,297.115110,41.909142,13709
868,8609450,K01278.02,CONFIRMED,0,0,0,0,44.347193600,161.3173800,6.43000,284.677280,44.797680,15204
869,8609450,K01278.03,CONFIRMED,0,0,0,0,9.220769100,138.0072000,4.90700,284.677280,44.797680,15204
870,8609450,K01278.04,CONFIRMED,0,0,0,0,13.639664800,141.7301000,5.42500,284.677280,44.797680,15204
871,4243911,K01337.01,CONFIRMED,0,0,0,0,1.922799706,134.5017400,1.86040,285.617460,39.379532,14829
872,5177104,K01603.01,CONFIRMED,0,0,0,0,3.021680070,133.4724300,2.82640,288.822910,40.389050,14429
873,4466677,K01338.01,CONFIRMED,0,0,0,0,3.222975318,178.0701000,2.92470,292.276120,39.550179,14609
874,4466677,K01338.02,CANDIDATE,0,0,0,0,42.037066200,178.2500600,6.28200,292.276120,39.550179,14609
875,4466677,K01338.03,CANDIDATE,0,0,0,0,21.011206800,132.6336000,4.50700,292.276120,39.550179,14609
876,4135665,K01339.01,CONFIRMED,0,0,0,0,4.168118390,134.8962100,2.80840,284.582550,39.220211,14801
877,9269281,K01398.01,CANDIDATE,0,0,0,0,5.823489110,354.9960200,2.24410,285.967860,45.739071,15898
878,9100484,K01399.01,CANDIDATE,0,0,0,0,8.750597750,358.2423300,2.82880,295.760830,45.457390,15920
879,9157908,K01400.01,FALSE POSITIVE,0,1,1,0,9.414750560,142.3293600,4.73600,293.174160,45.521229,13660
880,9030447,K01401.01,FALSE POSITIVE,0,0,0,0,0.566690060,133.8129400,2.16740,294.790010,45.391621,13440
881,9034103,K01402.01,CONFIRMED,0,0,0,0,7.139697050,137.1865200,3.98100,295.926090,45.383862,15906
882,9214942,K01403.01,CONFIRMED,0,0,0,0,18.754702380,141.7172000,3.03310,290.479950,45.600700,15473
883,2557430,K06277.01,FALSE POSITIVE,0,1,0,0,0.648868342,131.8428920,2.82428,286.845280,37.815891,11471
884,3858704,K01211.01,FALSE POSITIVE,0,0,1,0,3.003632190,135.6412900,3.73200,293.648410,38.976021,12476
885,3749134,K01212.01,CONFIRMED,0,0,0,0,11.301230360,134.9185500,4.02200,292.006810,38.820728,14981
886,3556220,K01213.01,FALSE POSITIVE,0,1,1,1,0.796722833,133.0798500,2.45510,294.350490,38.602131,13379
887,3660924,K01214.01,CONFIRMED,0,0,0,0,4.241536290,133.4552200,2.97100,295.216640,38.774330,14621
888,3939150,K01215.01,CONFIRMED,0,0,0,0,17.324191080,142.0997700,8.04500,286.583160,39.077202,13420
889,8628758,K01279.01,CONFIRMED,0,0,0,0,14.374575720,138.2018900,4.78920,293.372250,44.785141,13749
890,8628758,K01279.02,CONFIRMED,0,0,0,0,9.651883310,132.1594700,4.29600,293.372250,44.785141,13749
891,8509361,K01280.01,FALSE POSITIVE,0,0,1,1,6.099011800,135.5235700,3.61120,296.717350,44.579659,13951
892,8742590,K01281.01,CANDIDATE,0,0,0,0,49.478144600,141.8246500,2.49300,286.966830,44.992489,14427
893,8822366,K01282.01,CONFIRMED,0,0,0,0,30.863947600,162.8807700,8.86400,293.229950,45.053310,12547
894,8972058,K00159.02,CONFIRMED,0,0,0,0,2.403640701,134.7306500,1.40120,297.711850,45.261921,13431
895,4386059,K01340.01,FALSE POSITIVE,0,0,1,1,2.900607810,179.8338600,2.56300,296.434080,39.444069,13887
896,4650674,K01341.01,CONFIRMED,0,0,0,0,4.514360960,134.0293000,3.00830,290.477420,39.732010,14946
897,4275721,K01342.01,CONFIRMED,0,0,0,0,3.773598710,134.0701300,2.72820,294.769900,39.398510,14207
898,4275721,K01342.02,CONFIRMED,0,0,0,0,8.181821890,134.8142300,2.45660,294.769900,39.398510,14207
899,8874090,K01404.01,CONFIRMED,0,0,0,0,13.323893520,135.2458500,3.22080,287.054530,45.180370,15931
900,11666881,K00167.01,CONFIRMED,0,0,0,0,4.919584997,134.6023960,4.19880,294.463900,49.765041,13273
901,9264949,K01405.01,CONFIRMED,0,0,0,0,11.419118860,186.3049800,5.13500,283.574220,45.734798,15965
902,9271752,K01406.01,CONFIRMED,0,0,0,0,11.361132540,136.9258400,4.18860,287.452790,45.704399,14630
903,9007866,K01407.01,FALSE POSITIVE,0,0,0,0,1.386635800,134.3472000,4.77000,285.988650,45.377811,15755
904,9150827,K01408.01,CANDIDATE,0,0,0,0,14.534108330,145.4264300,3.30940,290.294560,45.564610,14688
905,3939150,K01215.02,CONFIRMED,0,0,0,0,33.006318500,145.3882100,7.11800,286.583160,39.077202,13420
906,3839488,K01216.01,CONFIRMED,0,0,0,0,11.131271590,134.3634100,4.23720,288.133700,38.996880,13459
907,3542588,K01217.01,FALSE POSITIVE,0,0,1,1,3.471439630,133.7406100,3.66300,290.861420,38.641129,13599
908,3442055,K01218.01,CONFIRMED,0,0,0,0,29.619389100,133.6820500,4.95950,291.019040,38.545570,13331
909,3440861,K01219.01,FALSE POSITIVE,0,0,0,0,3.503761550,134.6825677,3.16000,290.666810,38.568329,14463
910,12252424,K00153.01,CONFIRMED,0,0,0,0,8.925079516,139.7138900,2.67660,287.997890,50.944328,13461
911,8700771,K01283.01,CONFIRMED,0,0,0,0,8.092210500,138.0453500,5.76960,296.007110,44.853474,11731
912,10960993,K01284.01,FALSE POSITIVE,0,1,0,1,3.117087797,134.6847380,3.06941,283.315920,48.404873,11397
913,6541920,K00157.02,CONFIRMED,0,0,0,0,22.687155000,148.4554350,5.49210,297.115110,41.909142,13709
914,10599397,K01285.01,FALSE POSITIVE,0,1,0,0,0.937406378,134.7265310,1.95150,291.636990,47.832340,14546
915,10879208,K01286.01,FALSE POSITIVE,0,1,1,1,0.668483615,178.2813770,2.09090,298.258030,48.217361,15905
916,4570931,K01343.01,FALSE POSITIVE,0,0,1,1,1.544927524,133.5490900,1.01340,294.189670,39.617119,13643
917,4136466,K01344.01,CONFIRMED,0,0,0,0,4.487587680,133.3609200,2.87400,284.860140,39.240551,13446
918,7284688,K01345.01,FALSE POSITIVE,0,0,0,0,0.323021692,133.6036680,2.34420,292.630000,42.829338,11234
919,7199774,K01346.01,FALSE POSITIVE,0,1,0,0,4.708186280,137.0593000,3.27800,291.610080,42.759762,13279
920,7037540,K01347.01,FALSE POSITIVE,0,1,0,0,14.405857436,360.3847471,5.48509,293.020360,42.508835,14808
921,6866228,K01348.01,FALSE POSITIVE,0,1,0,0,7.702374154,137.5634520,3.84590,292.739900,42.359402,15144
922,9391208,K01409.01,CONFIRMED,0,0,0,0,16.560625770,133.4970300,2.61100,285.246670,45.950191,15198
923,9391506,K01410.01,CONFIRMED,0,0,0,0,15.749585830,150.2457900,4.66720,285.435520,45.976021,15300
924,8950853,K01412.01,CONFIRMED,0,0,0,0,37.814525200,134.6642400,9.10900,291.074680,45.242580,13601
925,9006449,K01413.01,CONFIRMED,0,0,0,0,12.645042910,138.6314900,9.11700,285.345830,45.367779,14447
926,9006449,K01413.02,CONFIRMED,0,0,0,0,21.526295800,132.2878700,8.39200,285.345830,45.367779,14447
927,9006449,K01413.03,CONFIRMED,0,0,0,0,33.884582500,159.9881900,6.53800,285.345830,45.367779,14447
928,4043190,K01220.01,CONFIRMED,0,0,0,0,6.400871370,136.8824000,2.55610,287.307860,39.144730,12988
929,3640905,K01221.01,CONFIRMED,0,0,0,0,30.159941100,138.5177400,7.87400,290.107180,38.702229,11584
930,3640905,K01221.02,CONFIRMED,0,0,0,0,51.077104800,152.3569400,11.23300,290.107180,38.702229,11584
931,4060815,K01222.01,FALSE POSITIVE,0,0,0,0,4.285675600,134.4812000,4.05900,292.496800,39.193169,12203
932,6613006,K01223.01,FALSE POSITIVE,0,1,0,0,7.388833611,133.9344039,5.62857,293.812900,42.048710,13209
933,6606653,K01224.01,FALSE POSITIVE,0,1,0,0,2.698021895,136.3278600,23.19200,291.986940,42.037651,13717
934,10790387,K01288.01,CONFIRMED,0,0,0,0,117.931108030,219.7042260,5.87960,289.020170,48.119808,15128
935,10748393,K01289.01,FALSE POSITIVE,0,0,0,1,4.887806806,354.5394810,2.40780,297.710390,48.083832,15399
936,10874226,K01290.01,FALSE POSITIVE,0,1,0,0,11.973605044,144.7793150,4.31170,296.716340,48.211262,15175
937,10661771,K01291.01,FALSE POSITIVE,0,1,1,1,1.231364189,133.0366180,5.85740,290.293850,47.967590,14970
938,10924853,K01292.01,FALSE POSITIVE,0,0,1,0,2.102416517,134.3949430,1.76840,294.021700,48.390419,15642
939,10874926,K01293.01,FALSE POSITIVE,0,1,0,0,11.703109303,133.7216980,2.04670,296.932680,48.266491,15003
940,6631721,K00160.01,CANDIDATE,0,0,0,0,13.738082490,134.4378700,3.35400,298.183620,42.013130,13805
941,6847018,K01349.01,FALSE POSITIVE,0,1,0,0,16.662166570,142.1864680,3.87620,286.300260,42.374828,13344
942,7220322,K01350.01,FALSE POSITIVE,0,1,1,1,0.752159702,134.0472290,2.36210,297.108370,42.751663,11884
943,6956233,K01352.01,FALSE POSITIVE,0,1,1,1,4.818861530,358.1633800,6.22300,294.091090,42.491459,15932
944,7303287,K01353.01,CONFIRMED,0,0,0,0,125.865401910,236.6597310,9.01910,297.465330,42.882839,13956
945,7303287,K01353.02,CONFIRMED,0,0,0,0,34.543945200,132.6845300,3.48200,297.465330,42.882839,13956
946,11512246,K00168.01,CONFIRMED,0,0,0,0,10.742417650,133.2867000,6.06330,294.218930,49.479221,13438
947,8916492,K01414.01,FALSE POSITIVE,0,1,0,0,4.023789080,136.2341100,3.23700,301.261440,45.104893,10083
948,11193447,K01415.01,FALSE POSITIVE,0,0,0,0,0.312941621,133.8105010,2.06460,293.381530,48.824760,13397
949,11517719,K01416.01,CONFIRMED,0,1,0,0,2.495780169,135.3369480,4.27210,296.507390,49.457291,14152
950,11599264,K01417.01,FALSE POSITIVE,0,1,0,0,8.428090255,358.3034690,1.88100,284.988860,49.626060,15977
951,11100657,K01418.01,FALSE POSITIVE,0,1,0,0,8.344104633,361.8392090,1.80140,298.760620,48.600182,15734
952,6620003,K01225.01,FALSE POSITIVE,0,1,0,0,1.714274727,133.3158074,2.06728,295.622220,42.092880,15686
953,6621116,K01226.01,FALSE POSITIVE,0,1,0,0,137.759605040,173.1647600,9.17130,295.866910,42.062672,15324
954,6629332,K01227.01,FALSE POSITIVE,0,1,0,0,2.155278342,133.5761090,2.10640,297.707120,42.047371,13997
955,6387450,K01228.01,FALSE POSITIVE,0,1,0,0,3.661326482,135.2699500,2.57140,298.091710,41.794128,14349
956,12252424,K00153.02,CONFIRMED,0,0,0,0,4.754000720,128.5471550,2.53940,287.997890,50.944328,13461
957,6432059,K01229.01,FALSE POSITIVE,1,0,0,0,0.769738170,133.2965754,2.50000,288.039890,41.818359,14840
958,10549562,K01294.01,FALSE POSITIVE,0,1,1,1,9.089378260,139.0836400,6.25500,297.116000,47.737949,14408
959,10874614,K00017.01,CONFIRMED,0,0,0,0,3.234699282,121.4865708,3.59385,296.837250,48.239944,13303
960,6541920,K00157.03,CONFIRMED,0,0,0,0,31.995524850,154.1607450,4.28170,297.115110,41.909142,13709
961,10666230,K01295.01,FALSE POSITIVE,0,1,0,0,1.577800747,133.3077240,2.16260,292.089050,47.929642,15031
962,10971674,K01296.01,CANDIDATE,0,1,0,0,2.380862632,135.3252117,4.20416,289.790770,48.448139,13802
963,6891543,K01354.01,FALSE POSITIVE,0,0,1,1,1.752567456,134.4719600,5.49930,298.805450,42.395840,14449
964,7211141,K01355.01,CONFIRMED,0,0,0,0,51.929206540,151.9332100,5.26370,294.966060,42.708569,15897
965,7363829,K01356.01,CANDIDATE,0,0,0,0,384.025706820,335.8161690,14.56000,292.119900,42.931679,15206
966,6719086,K01357.01,CANDIDATE,0,0,0,0,3.014330766,357.3794800,2.47470,298.459530,42.187431,15673
967,7376983,K01358.01,CANDIDATE,0,0,0,0,5.644914154,356.7369900,2.25990,295.825500,42.943390,15505
968,5084942,K00161.01,CONFIRMED,0,0,0,0,3.105507835,133.2104270,1.74580,287.051730,40.211552,13341
969,11125936,K01419.01,FALSE POSITIVE,0,1,1,0,1.336109338,178.2587860,1.74190,285.411960,48.725231,15507
970,11026304,K01420.01,CANDIDATE,0,0,0,0,13.351512480,363.0867420,3.60450,290.112700,48.577782,15825
971,11342550,K01421.01,CANDIDATE,0,0,0,0,1693.663622500,524.2799500,22.60400,287.650450,49.156052,15305
972,11497958,K01422.01,CONFIRMED,0,0,0,0,5.841636615,135.9231500,1.87340,286.540010,49.437328,15921
973,11497958,K01422.02,CONFIRMED,0,0,0,0,19.850294950,133.6493300,2.84070,286.540010,49.437328,15921
974,6462874,K01231.01,FALSE POSITIVE,0,0,1,1,22.342936930,155.0855200,7.08130,297.335630,41.890480,15719
975,6665223,K01232.01,FALSE POSITIVE,0,1,0,0,119.408171590,232.6493030,9.35370,281.742610,42.123081,14427
976,6545358,K01233.01,FALSE POSITIVE,0,1,1,0,1.171536413,178.5975810,1.58780,297.884370,41.931252,15634
977,6390824,K01234.01,FALSE POSITIVE,0,0,1,0,0.973547911,133.4974200,2.28580,298.794980,41.759769,15460
978,6546528,K01235.01,FALSE POSITIVE,0,1,1,1,3.053563251,133.8835400,3.25510,298.135250,41.951050,14598
979,10676923,K01297.01,FALSE POSITIVE,0,0,1,1,1.031096352,133.9393800,2.78100,296.148770,47.934872,15131
980,10604335,K01298.01,CONFIRMED,0,0,0,0,11.008176350,143.2261100,2.01300,293.613710,47.839001,15847
981,10864656,K01299.01,CONFIRMED,0,0,0,0,52.500864500,171.5211400,14.90660,293.282200,48.285900,12183
982,10975146,K01300.01,CONFIRMED,0,0,0,0,0.631331710,133.9448800,1.14870,291.594090,48.445610,14285
983,10538176,K01301.01,CONFIRMED,0,0,0,0,12.699050110,184.9868000,2.98990,293.146480,47.729649,15824
984,7376983,K01358.02,CANDIDATE,0,0,0,0,8.742920050,358.5928600,2.62770,295.825500,42.943390,15505
985,7376983,K01358.03,CANDIDATE,0,0,0,0,3.648301830,355.3912800,1.99850,295.825500,42.943390,15505
986,7376983,K01358.04,CANDIDATE,0,0,0,0,2.345863002,354.1118500,1.67950,295.825500,42.943390,15505
987,6946199,K01359.01,CANDIDATE,0,0,0,0,37.101141800,370.4803000,5.55560,291.020690,42.462440,15229
988,6946199,K01359.02,CANDIDATE,0,0,0,0,104.820586800,374.8315400,4.47940,291.020690,42.462440,15229
989,11497958,K01422.03,CONFIRMED,0,0,0,0,10.864409500,131.1283300,1.85300,286.540010,49.437328,15921
990,11177707,K01423.01,CONFIRMED,0,0,0,0,124.419717500,150.5961600,3.71970,284.251310,48.809608,15740
991,11611600,K01424.01,CONFIRMED,0,0,0,0,1.219568047,133.4602330,1.56810,292.328580,49.653542,15127
992,11254382,K01425.01,CONFIRMED,0,0,0,0,2.053884770,133.7343200,2.16350,296.321990,48.971481,15269
993,11122894,K01426.01,CONFIRMED,0,0,0,0,38.868489560,171.3036900,6.05730,283.209170,48.777641,14232
994,6677841,K01236.01,CONFIRMED,1,0,0,0,35.735361600,151.1133000,8.49100,287.391200,42.194832,13659
995,6677841,K01236.02,CONFIRMED,1,0,0,0,12.309716790,137.6840100,6.74000,287.391200,42.194832,13659
996,6677841,K01236.03,CONFIRMED,0,0,0,0,54.420540700,148.7047100,8.55900,287.391200,42.194832,13659
997,9970525,K00154.01,FALSE POSITIVE,0,0,0,0,30.009089160,139.7064300,3.15000,298.744230,46.830090,13174
998,6531491,K01237.01,FALSE POSITIVE,0,1,1,1,14.324072160,364.3953700,4.65770,294.589290,41.944382,15609
999,6383821,K01238.01,CONFIRMED,0,0,0,0,27.072376550,139.1127000,6.95920,297.208950,41.781712,14556
1000,10538176,K01301.02,CONFIRMED,0,0,0,0,37.514212800,189.3001500,5.30300,293.146480,47.729649,15824
1001,10724369,K01302.01,CONFIRMED,0,0,0,0,55.639188200,187.5504400,7.31600,289.083650,48.018131,14755
1002,6541920,K00157.04,CONFIRMED,0,0,0,0,46.685620500,225.0460400,6.37940,297.115110,41.909142,13709
1003,10867062,K01303.01,CANDIDATE,0,0,0,0,34.296636300,143.6672800,19.71800,294.230070,48.204479,14965
1004,10744335,K01304.01,CONFIRMED,0,0,0,0,4.597266130,136.4783700,2.90900,296.614870,48.082642,15803
1005,4860678,K01602.01,CANDIDATE,0,0,0,0,9.977168760,137.2361000,5.90800,297.796910,39.921371,14943
1006,7023960,K00187.01,FALSE POSITIVE,0,1,0,0,30.882538697,151.5295103,5.37370,288.729490,42.550880,14857
1007,10033279,K01604.01,FALSE POSITIVE,0,0,1,0,72.491406800,139.7785700,3.61200,299.247500,46.951908,13050
1008,5009189,K01605.01,FALSE POSITIVE,0,1,0,0,4.939130740,135.0517200,1.36200,291.238830,40.163509,14832
1009,8230616,K01713.02,CONFIRMED,0,0,0,0,2.240486703,137.8247700,1.39880,290.826020,44.184109,15224
1010,9836959,K01715.01,CANDIDATE,0,0,0,0,105.014577400,228.9445500,7.42600,294.277280,46.675282,12900
1011,9838949,K01716.01,CONFIRMED,0,0,0,0,4.880844560,136.1958500,2.55740,295.021670,46.619221,14925
1012,9895006,K01717.01,CONFIRMED,0,0,0,0,10.561372170,133.7639600,3.26450,293.577760,46.736340,14581
1013,9896558,K01718.01,CONFIRMED,0,0,0,0,67.669055400,198.1942700,9.55600,294.168820,46.714611,15224
1014,9589323,K01488.01,CONFIRMED,0,0,0,0,3.949627144,134.6109600,1.54850,292.353940,46.226280,15623
1015,9823487,K01489.01,CANDIDATE,0,0,0,0,16.004603920,140.4798100,3.94750,288.236660,46.605919,15554
1016,9602514,K01490.01,FALSE POSITIVE,0,0,1,1,3.556507370,133.5183100,8.54500,297.121860,46.221909,14118
1017,9726659,K01491.01,CONFIRMED,0,0,0,0,3.148661555,356.9361200,2.19780,297.779270,46.492741,15297
1018,12108312,K01492.01,FALSE POSITIVE,0,1,1,1,0.705448240,133.8070630,2.94230,289.950780,50.657249,14351
1019,5371776,K01557.01,CONFIRMED,0,0,0,0,3.295701024,133.9663330,1.82680,294.441770,40.557590,14840
1020,5371776,K01557.02,CONFIRMED,0,0,0,0,9.653490160,134.8555500,2.90290,294.441770,40.557590,14840
1021,5371776,K01557.03,CONFIRMED,0,0,0,0,5.315954488,132.4300200,1.11650,294.441770,40.557590,14840
1022,9573539,K00180.01,CONFIRMED,0,0,0,0,10.045563770,129.0937100,3.20270,284.394290,46.249081,13024
1023,5371776,K01557.04,CONFIRMED,0,0,0,0,1.499144441,133.0702200,1.42590,294.441770,40.557590,14840
1024,9886661,K01606.01,CONFIRMED,0,0,0,0,5.082748362,133.2117600,1.77320,290.051120,46.713371,13984
1025,5477805,K01607.01,FALSE POSITIVE,0,0,1,0,5.006735760,134.5423900,1.93980,298.962550,40.630661,13518
1026,10055126,K01608.01,CONFIRMED,0,0,0,0,9.176171670,138.7139300,4.26420,282.061280,47.085491,13797
1027,10055126,K01608.02,CONFIRMED,0,0,0,0,19.738399200,133.2854400,4.89400,282.061280,47.085491,13797
1028,5009743,K01609.01,CONFIRMED,0,0,0,0,41.698018600,169.5754800,5.70470,291.405550,40.125488,13956
1029,10015937,K01720.01,CANDIDATE,0,0,0,0,59.658534800,168.0876400,5.51400,293.644170,46.989761,15742
1030,10019065,K01721.01,CONFIRMED,0,0,0,0,52.629854200,155.6106400,6.11800,294.789150,46.983990,15004
1031,7950644,K00192.01,CONFIRMED,0,0,0,0,10.290994129,137.0220594,4.28889,288.254580,43.704868,14221
1032,10080248,K01722.01,CONFIRMED,0,0,0,0,14.878394500,142.9684100,7.49100,293.865600,47.026829,15534
1033,10213902,K01723.01,CONFIRMED,0,0,0,0,59.622262700,138.1380500,6.88800,294.241300,47.275982,15517
1034,9842906,K01493.01,FALSE POSITIVE,0,0,1,1,4.988387300,358.2352600,9.05900,296.441800,46.616711,15447
1035,11821363,K01494.01,CANDIDATE,0,0,0,0,8.195966470,136.6873600,2.82400,295.457150,50.077171,15858
1036,7629518,K01495.01,CONFIRMED,0,0,0,0,15.594660450,137.5636000,5.04780,297.664520,43.248959,15430
1037,10810838,K00174.01,CONFIRMED,0,0,0,0,56.354079160,144.8376800,3.44490,296.822910,48.107552,13779
1038,4828341,K01496.01,FALSE POSITIVE,0,1,0,0,36.128954510,388.5513180,2.23480,289.606780,39.938332,15600
1039,10019763,K01558.01,FALSE POSITIVE,0,1,0,0,32.504563090,365.3582950,2.46570,295.046390,46.974590,15134
1040,9899280,K01559.01,FALSE POSITIVE,0,1,1,1,1.332560589,133.3831100,4.24270,295.185610,46.786709,15036
1041,8046659,K01560.01,FALSE POSITIVE,0,1,0,0,31.569043540,158.2998300,2.63640,297.419650,43.876579,15042
1042,4940438,K01561.01,FALSE POSITIVE,0,1,0,0,9.085904950,182.0816200,2.07180,296.033420,40.019611,15549
1043,5308663,K01562.01,FALSE POSITIVE,0,0,0,1,0.784512952,355.5726300,2.46230,299.556000,40.456551,15590
1044,5474733,K01610.01,FALSE POSITIVE,0,0,1,0,0.883778461,133.6059900,1.63390,298.394900,40.628910,14063
1045,10963065,K01612.01,CONFIRMED,0,0,0,0,2.465024332,132.6812200,1.26200,284.786190,48.423229,8769
1046,6268648,K01613.01,CONFIRMED,0,0,0,0,15.866247870,141.0873400,4.25000,285.476590,41.632717,11049
1047,10125352,K00021.01,FALSE POSITIVE,0,1,1,0,4.288515468,121.9726800,2.29590,284.738590,47.169628,13396
1048,5357901,K00188.01,CONFIRMED,0,0,0,0,3.797018259,133.5087760,2.26080,290.358030,40.567741,14741
1049,4278221,K01615.01,CONFIRMED,0,0,0,0,1.340596782,132.2454900,1.64840,295.322510,39.376492,11524
1050,10214162,K01724.01,CONFIRMED,0,0,0,0,17.423935820,148.8261400,4.92900,294.326350,47.217609,15601
1051,10905746,K01725.01,CONFIRMED,0,0,0,0,9.878646100,138.4115900,1.89150,283.628850,48.391003,13496
1052,8242434,K01726.01,CONFIRMED,0,0,0,0,44.964074580,144.5600200,4.98100,294.955110,44.149818,13054
1053,6185331,K01727.01,CONFIRMED,0,0,0,0,49.770090700,159.9865800,10.06500,284.273960,41.535019,15640
1054,11820830,K01728.01,CANDIDATE,0,0,0,0,12.731938500,138.7314400,4.41570,295.216610,50.084332,12087
1055,11774387,K01497.01,FALSE POSITIVE,0,1,1,1,0.520222869,178.1484600,1.22160,297.046510,49.970390,15632
1056,9636135,K01498.01,CONFIRMED,0,0,0,0,5.833761970,138.7489200,3.99880,285.057100,46.320679,15776
1057,9636135,K01498.02,CANDIDATE,0,0,0,0,2.421503410,133.8351700,2.96500,285.057100,46.320679,15776
1058,7841925,K01499.01,CONFIRMED,0,0,0,0,14.164000710,140.5893400,4.30310,297.724270,43.527431,14480
1059,7841925,K01499.03,CANDIDATE,0,0,0,0,6.209202070,136.8793800,2.63700,297.724270,43.527431,14480
1060,5219234,K01563.01,CONFIRMED,0,0,0,0,5.487114410,356.0773000,2.93000,299.224330,40.343182,15812
1061,5219234,K01563.02,CONFIRMED,0,0,0,0,8.290841670,359.6366600,3.61300,299.224330,40.343182,15812
1062,5219234,K01563.03,CANDIDATE,0,0,0,0,3.205396220,354.6306900,2.14300,299.224330,40.343182,15812
1063,5219234,K01563.04,CONFIRMED,0,0,0,0,16.738690350,359.4165500,2.39800,299.224330,40.343182,15812
1064,6470149,K01230.01,CANDIDATE,0,0,0,0,165.739861000,214.0394660,24.93930,298.948150,41.812149,12263
1065,12504988,K00181.01,FALSE POSITIVE,0,1,0,0,5.093938816,139.7178386,3.93144,288.252840,51.417332,14575
1066,9015738,K01616.01,CONFIRMED,0,0,0,0,13.932915480,139.4105800,2.62390,289.506350,45.370998,11538
1067,7215603,K01618.01,CONFIRMED,0,0,0,0,2.364367620,132.2500700,3.37200,296.047360,42.743011,11600
1068,4276716,K01619.01,CANDIDATE,0,0,0,0,20.665437400,132.0122900,3.17200,294.990230,39.346378,11759
1069,5561278,K01621.01,CONFIRMED,0,0,0,0,20.310474720,146.8253400,5.33570,298.589200,40.750690,11855
1070,7287683,K01622.01,CANDIDATE,0,0,0,0,69.834798300,168.7843600,8.26200,293.548890,42.888859,12020
1071,6387542,K01626.01,CONFIRMED,0,0,0,0,2.534755680,132.6802400,4.57160,298.111210,41.758331,15341
1072,8266276,K01731.01,CANDIDATE,0,0,0,0,2.594884430,132.7565800,1.68400,301.469300,44.159649,15720
1073,6869184,K01732.01,CONFIRMED,0,0,0,0,43.316742700,136.5743500,4.99500,293.601260,42.379761,15737
1074,10799735,K00193.01,FALSE POSITIVE,0,1,0,0,37.590298548,157.3503570,4.38550,292.876160,48.195309,14904
1075,9719634,K01500.01,FALSE POSITIVE,0,0,1,1,3.351556891,134.2843900,2.40050,295.525210,46.459431,14815
1076,7439316,K01501.01,CONFIRMED,0,0,0,0,2.617028373,134.0329400,2.04600,290.122310,43.085560,15835
1077,12061238,K01502.01,FALSE POSITIVE,0,0,1,0,1.876406096,133.1276100,1.53100,291.231140,50.567020,15202
1078,8323753,K00175.01,FALSE POSITIVE,0,0,1,1,6.714256320,134.3164600,3.33900,299.078130,44.293789,13488
1079,12400538,K01503.01,CONFIRMED,0,0,0,0,150.241258200,138.2901300,10.84900,287.285310,51.249981,14827
1080,5184584,K01564.01,CONFIRMED,0,0,0,0,53.449444980,149.2018500,5.30910,291.083800,40.355251,15287
1081,5636648,K01565.01,FALSE POSITIVE,0,1,1,1,0.466743525,133.9711230,1.39560,296.333190,40.896259,15330
1082,5564247,K01566.01,FALSE POSITIVE,0,0,1,0,1.727177258,355.3703300,2.08100,299.141420,40.725899,15935
1083,5438099,K01567.01,CONFIRMED,0,0,0,0,7.240224180,355.0124300,2.91530,288.538670,40.616150,15565
1084,5438099,K01567.02,CONFIRMED,0,0,0,0,4.646223830,354.5886300,2.51370,288.538670,40.616150,15565
1085,6543893,K01627.01,CONFIRMED,0,0,0,0,10.296740970,132.1945300,2.72920,297.583130,41.952431,15767
1086,6543893,K01627.02,CANDIDATE,0,0,0,0,5.939190410,353.7553700,2.28500,297.583130,41.952431,15767
1087,6975129,K01628.01,CONFIRMED,0,0,0,0,19.747339830,147.1055300,3.44440,298.395750,42.459751,12949
1088,11391018,K00189.01,CONFIRMED,0,0,0,0,30.360445359,148.0915460,6.01340,284.879970,49.266991,14388
1089,8685497,K01629.01,CONFIRMED,0,0,0,0,4.409667500,132.4500300,2.14180,290.411990,44.899330,13574
1090,4365645,K01738.01,CANDIDATE,0,0,0,0,4.167878140,135.2833400,2.21360,291.748380,39.446880,13293
1091,7199906,K01739.01,CANDIDATE,0,0,0,0,220.656512530,172.4278591,7.82000,291.650090,42.700779,15129
